seed_index,base_seed,maturity,n_int,n_bd,sigma_f,ell_t,ell_x,log_sigma_f,log_ell_t,log_ell_x,initial_sigma_f,fixed_sigma_f,initial_ell_t,initial_ell_x,objective_value,success,nit,nfev
14,20400520,1.5,800,800,1.0,0.20931156967342,0.3304750616990947,,-1.5639313731151907,-1.1072240788184697,100.0,1.0,0.8,1.2,0.02472866588536702,True,33,62
14,20400520,2.0,800,800,1.0,1.464772718512998,0.4169150779435438,,0.38170008948667,-0.8748727279382982,100.0,1.0,0.8,1.2,0.02796996617301108,True,45,87
14,20400520,2.5,800,800,1.0,1.0515708875802885,0.3478428285034734,,0.0502851295614058,-1.0560045434601326,100.0,1.0,0.8,1.2,0.05098328353280267,True,69,131
14,20400520,3.0,800,800,1.0,1.2025841471789749,0.18600944676733672,,0.18447269741352496,-1.6819578174869543,100.0,1.0,0.8,1.2,0.028090295789604466,True,54,103
15,20410520,0.5,800,800,1.0,0.5296874413117658,0.19844588097403312,,-0.6354681797711196,-1.6172388559572184,100.0,1.0,0.8,1.2,0.023167202920095498,True,50,98
15,20410520,1.0,800,800,1.0,0.31301689933308185,0.2483268313186753,,-1.1614980984199765,-1.3930095322228189,100.0,1.0,0.8,1.2,0.02372156009663763,True,73,147
15,20410520,1.5,800,800,1.0,0.7393721110471111,0.22444153738908038,,-0.3019539515475862,-1.4941400182338564,100.0,1.0,0.8,1.2,0.02245330576170481,True,62,118
15,20410520,2.0,800,800,1.0,1.7465550021067333,0.22667371791123056,,0.5576452775296609,-1.484243661532052,100.0,1.0,0.8,1.2,0.01838340111163876,True,51,99
15,20410520,2.5,800,800,1.0,0.39472552728052657,0.5532842684589526,,-0.9295646232576684,-0.5918833616909284,100.0,1.0,0.8,1.2,0.08224921113074415,True,40,78
15,20410520,3.0,800,800,1.0,1.9083715341773126,0.2412912822620385,,0.6462502784813468,-1.4217504352174728,100.0,1.0,0.8,1.2,0.04384086488085233,True,62,121
16,20420520,0.5,800,800,1.0,0.5641411121745044,0.18725593127335743,,-0.5724508598876357,-1.6752789813943099,100.0,1.0,0.8,1.2,0.021995984379118476,True,49,92
16,20420520,1.0,800,800,1.0,0.2056766637582197,0.3198105618085604,,-1.5814499367014694,-1.1400264528344548,100.0,1.0,0.8,1.2,0.024971640318664147,True,31,61
16,20420520,1.5,800,800,1.0,0.7482999118841622,0.337079500320851,,-0.2899514296505255,-1.087436470454629,100.0,1.0,0.8,1.2,0.026644274238109087,True,49,96
16,20420520,2.0,800,800,1.0,0.25794780644181176,0.3350172044506458,,-1.3549980151391816,-1.0935733919066821,100.0,1.0,0.8,1.2,0.029261220902684907,True,34,67
16,20420520,2.5,800,800,1.0,1.7111202113623158,0.14772641679084642,,0.537148250397848,-1.9123932510646486,100.0,1.0,0.8,1.2,0.016809305493424027,True,50,98
16,20420520,3.0,800,800,1.0,1.109432701416249,0.181734438484721,,0.10384880487326256,-1.7052087866758476,100.0,1.0,0.8,1.2,0.043184628021321135,True,60,113
17,20430520,0.5,800,800,1.0,0.42794489448506096,0.2736715527288309,,-0.8487608428926166,-1.295826604293263,100.0,1.0,0.8,1.2,0.025318501499592257,True,42,84
17,20430520,1.0,800,800,1.0,0.3570226101839494,0.26316508143348505,,-1.0299561653594038,-1.334973757657993,100.0,1.0,0.8,1.2,0.013245016107340132,True,42,80
17,20430520,1.5,800,800,1.0,0.5958763273917851,0.18108911450349585,,-0.5177221378249985,-1.708766023555321,100.0,1.0,0.8,1.2,0.015225359780461318,True,51,97
17,20430520,2.0,800,800,1.0,0.6860698863180821,0.24095262777818086,,-0.37677578134592227,-1.423154930048724,100.0,1.0,0.8,1.2,0.028454927492887964,True,67,124
17,20430520,2.5,800,800,1.0,0.8898717951595747,0.2126151526356379,,-0.11667787701470464,-1.5482715426336648,100.0,1.0,0.8,1.2,0.02915416159172475,True,46,92
17,20430520,3.0,800,800,1.0,0.9953491956118276,0.253700505192645,,-0.004661653028572797,-1.371600821079534,100.0,1.0,0.8,1.2,0.035579851011683976,True,55,105
18,20440520,0.5,800,800,1.0,0.25169329000151397,0.22782040693484717,,-1.379544035910901,-1.4791976492998375,100.0,1.0,0.8,1.2,0.017085452496311174,True,56,108
18,20440520,1.0,800,800,1.0,0.42379299144613825,0.15527500616142215,,-0.8585101706935119,-1.8625575008560618,100.0,1.0,0.8,1.2,0.013611475811013952,True,55,105
18,20440520,1.5,800,800,1.0,1.10247738015913,0.13090303652198484,,0.09755981126592328,-2.033298409070363,100.0,1.0,0.8,1.2,0.02507943998852044,True,68,125
18,20440520,2.0,800,800,1.0,0.45687004070492304,0.35022524888633805,,-0.783356303355234,-1.0491787632532334,100.0,1.0,0.8,1.2,0.03293743873910905,True,35,67
18,20440520,2.5,800,800,1.0,1.2839330702589595,0.2614326829181543,,0.24992807794262162,-1.3415784553163184,100.0,1.0,0.8,1.2,0.02479736108213608,True,51,95
18,20440520,3.0,800,800,1.0,1.9561561847156612,0.18110003452097068,,0.6709814174614975,-1.7087057234745067,100.0,1.0,0.8,1.2,0.04853903539222099,True,66,127
19,20450520,0.5,800,800,1.0,0.28422112894247753,0.14791143324912284,,-1.2580027207536992,-1.9111416083375388,100.0,1.0,0.8,1.2,0.01092784406668606,True,63,120
19,20450520,1.0,800,800,1.0,0.4176313358471004,0.20496978466051202,,-0.8731562072808767,-1.5848927026069237,100.0,1.0,0.8,1.2,0.013906325101455846,True,52,102
19,20450520,1.5,800,800,1.0,0.5234333527913825,0.2295302208136551,,-0.6473455675854569,-1.471720577045482,100.0,1.0,0.8,1.2,0.011613709581509195,True,48,97
19,20450520,2.0,800,800,1.0,1.2340258414133636,0.22593387339819201,,0.21028186644169894,-1.4875129181075117,100.0,1.0,0.8,1.2,0.009345580647261117,True,48,93
19,20450520,2.5,800,800,1.0,1.0054023336351523,0.3653850979944149,,0.005387793374849842,-1.0068034185890395,100.0,1.0,0.8,1.2,0.05005170442606951,True,43,83
19,20450520,3.0,800,800,1.0,0.6290039764646679,0.5529325524985975,,-0.4636177004182648,-0.5925192514469749,100.0,1.0,0.8,1.2,0.09090184581607533,True,44,87
