seed_index,seed_base,maturity,n_int,n_bd,mae,max_abs_error,mre_itm,mean_posterior_std,max_posterior_std,optimization_time_sec,final_fit_time_sec,pricing_time_sec,posterior_std_time_sec,series_benchmark_time_sec,total_gpr_price_time_sec,total_gpr_with_std_time_sec,tuning_success,tuning_message,tuning_nit,tuning_nfev,tuning_objective_value
13,20390701,1.0,800,800,0.0214000171579916,0.03716516382428381,0.0006607303331418473,0.001972706053282173,0.0033407073519263427,20.55827141692862,0.16385820810683072,0.0016487090615555644,0.04416100005619228,0.04029158398043364,20.723778334097005,20.767939334153198,True,Optimization terminated successfully.,45,90,0.02631052300203761
13,20390701,1.5,800,800,0.044048643189832655,0.12670734760838798,0.0007343404890739419,0.0024268394201133266,0.0042135949254605625,15.66845062491484,0.15519324992783368,0.0017507500015199184,0.04094320896547288,0.04692487500142306,15.825394624844193,15.866337833809666,True,Optimization terminated successfully.,36,69,0.028912138139618602
13,20390701,2.0,800,800,0.0481353719028151,0.09461352084677799,0.000924996806420405,0.0027838723849174627,0.00508505100164692,20.981567958020605,0.15389687498100102,0.0016101669752970338,0.04424954194109887,0.05317241698503494,21.137074999976903,21.181324541918002,True,Optimization terminated successfully.,47,91,0.032710937087334316
13,20390701,2.5,800,800,0.09236135997262075,0.1599173099560005,0.0014879142293669314,0.0035270783803666495,0.004698079066497153,17.328940083039925,0.19638079195283353,0.001928500016219914,0.0547595830867067,0.05667087493930012,17.527249375008978,17.582008958095685,True,Optimization terminated successfully.,34,69,0.044475683924659205
13,20390701,3.0,800,800,0.1115892605520445,0.13118680752704748,0.0019875253022990326,0.002952582813813716,0.0038260585381084664,18.22871004207991,0.1368284160271287,0.0018893750384449959,0.03544583299662918,0.0661194579442963,18.367427833145484,18.402873666142114,True,Optimization terminated successfully.,41,83,0.07706197699097671
14,20400701,0.5,800,800,0.01259312763799598,0.02751023756486859,0.00026843793032082196,0.0019050962412221501,0.002607058721051219,16.370747499982826,0.13586366607341915,0.001944500021636486,0.036199540947563946,0.033317499910481274,16.508555666077882,16.544755207025446,True,Optimization terminated successfully.,40,79,0.030603756849340656
14,20400701,1.0,800,800,0.015865346092928934,0.05143600633437018,0.00021423775291557729,0.0021781020875547966,0.002983761711469288,21.145585707970895,0.16745608299970627,0.001992208999581635,0.041032333043403924,0.0456436249660328,21.315033999970183,21.356066333013587,True,Optimization terminated successfully.,52,100,0.02223993264087088
14,20400701,1.5,800,800,0.0900163657153287,0.1341609708657323,0.002020984791053253,0.0020754067869353837,0.0027956753396281083,17.164078291971236,0.13493716600351036,0.0017776250606402755,0.03800045803654939,0.04744704090990126,17.300793083035387,17.338793541071936,True,Optimization terminated successfully.,43,82,0.021592493448661487
14,20400701,2.0,800,800,0.11143722722086373,0.1616649908248391,0.0025189862117806915,0.002510237383189189,0.0036266990158015373,16.613216875004582,0.14068616705480963,0.0016335409600287676,0.035339041030965745,0.05097212502732873,16.75553658301942,16.790875624050386,True,Optimization terminated successfully.,40,81,0.057463969057634116
14,20400701,2.5,800,800,0.0633392991829594,0.13929213418400366,0.001217026984077865,0.0029436673747030026,0.004001198899057332,18.0775450830115,0.13960674998816103,0.0018446670146659017,0.03496358299162239,0.05598020798061043,18.218996500014327,18.25396008300595,True,Optimization terminated successfully.,43,86,0.03380694359603857
